ts	X	Y	U	V
489	0	0.00689649	1.97244e-316	-0.00899533
490	0	0.00685175	1.97244e-316	-0.0090773
491	0	0.00680661	1.97244e-316	-0.00916033
492	0	0.00676106	1.97244e-316	-0.00924367
493	0	0.0067151	1.97244e-316	-0.00932501
494	0	0.00666872	1.97244e-316	-0.00940949
495	0	0.00662194	1.97244e-316	-0.00949116
496	0	0.00657475	1.97244e-316	-0.00957511
497	0	0.00652714	1.97244e-316	-0.00965863
498	0	0.00647912	1.97244e-316	-0.00974174
499	0	0.00643069	1.97244e-316	-0.00982539
500	0	0.00638184	1.97244e-316	-0.00990798
501	0	0.00633264	1.97244e-316	-0.00997077
502	0	0.00628308	1.97244e-316	-0.0100495
503	0	0.00623313	1.97244e-316	-0.0101306
504	0	0.00618278	1.97244e-316	-0.0102118
505	0	0.00613203	1.97244e-316	-0.0102928
506	0	0.00608088	1.97244e-316	-0.0103726
507	0	0.00602933	1.97244e-316	-0.0104549
508	0	0.00597743	1.97244e-316	-0.0105108
509	0	0.00592523	1.97244e-316	-0.0105809
510	0	0.00587266	1.97244e-316	-0.0106569
511	0	0.00581971	1.97244e-316	-0.0107354
512	0	0.00576637	1.97244e-316	-0.0108148
513	0	0.00571264	1.97244e-316	-0.0108945
514	0	0.00565851	1.97244e-316	-0.010975
515	0	0.00560398	1.97244e-316	-0.0110538
516	0	0.00554907	1.97244e-316	-0.0111339
517	0	0.00549375	1.97244e-316	-0.0112129
518	0	0.00543805	1.97244e-316	-0.0112929
519	0	0.00538195	1.97244e-316	-0.0113725
520	0	0.00532546	1.97244e-316	-0.0114515
521	0	0.00526857	1.97244e-316	-0.0115302
522	0	0.0052113	1.97244e-316	-0.011609
523	0	0.00515311	1.97244e-316	-0.0116892
524	0	0.00509453	1.97244e-316	-0.0117672
525	0	0.00503563	1.97244e-316	-0.0118195
526	0	0.00497643	1.97244e-316	-0.0118808
527	0	0.00491693	1.97244e-316	-0.0119463
528	0	0.00485708	1.97244e-316	-0.0120183
529	0	0.00479686	1.97244e-316	-0.0120926
530	0	0.00473627	1.97244e-316	-0.0121693
531	0	0.00467529	1.97244e-316	-0.0122454
532	0	0.00461394	1.97244e-316	-0.0123192
533	0	0.00455222	1.97244e-316	-0.0123925
534	0	0.00449014	1.97244e-316	-0.0124677
535	0	0.00442773	1.97244e-316	-0.0125187
536	0	0.00436505	1.97244e-316	-0.0125805
537	0	0.00430204	1.97244e-316	-0.0126499
538	0	0.00423867	1.97244e-316	-0.0127216
539	0	0.00417495	1.97244e-316	-0.0127933
540	0	0.00411086	1.97244e-316	-0.012866
541	0	0.00404641	1.97244e-316	-0.0129402
542	0	0.00398159	1.97244e-316	-0.013014
543	0	0.00391641	1.97244e-316	-0.013085
544	0	0.00385087	1.97244e-316	-0.013156
545	0	0.00378508	1.97244e-316	-0.0131878
546	0	0.00371908	1.97244e-316	-0.0132389
547	0	0.00365279	1.97244e-316	-0.0133029
548	0	0.00358617	1.97244e-316	-0.0133712
549	0	0.00351921	1.97244e-316	-0.0134404
550	0	0.00345191	1.97244e-316	-0.0135092
551	0	0.00338426	1.97244e-316	-0.0135784
552	0	0.00331627	1.97244e-316	-0.0136449
553	0	0.00324794	1.97244e-316	-0.0137126
554	0	0.00317928	1.97244e-316	-0.0137794
555	0	0.00311029	1.97244e-316	-0.0138461
556	0	0.00304099	1.97244e-316	-0.0139001
557	0	0.00297141	1.97244e-316	-0.0139604
558	0	0.00290151	1.97244e-316	-0.0140253
559	0	0.0028313	1.97244e-316	-0.0140889
560	0	0.00276079	1.97244e-316	-0.0141413
561	0	0.00269	1.97244e-316	-0.0142022
562	0	0.00261891	1.97244e-316	-0.0142647
563	0	0.0025475	1.97244e-316	-0.0143266
564	0	0.00247579	1.97244e-316	-0.0143862
565	0	0.00240378	1.97244e-316	-0.0144465
566	0	0.0023315	1.97244e-316	-0.0144948
567	0	0.00225896	1.97244e-316	-0.0145503
568	0	0.0021862	1.97244e-316	-0.0145829
569	0	0.00211325	1.97244e-316	-0.0146285
570	0	0.00204004	1.97244e-316	-0.0146834
