#timestep, Fx, Fy
0.667, 0.198436, -0.00112542
0.668, 0.210466, -0.000970703
0.669, 0.235514, -0.00140666
0.67, 0.229803, -0.00201973
0.671, 0.204969, 0.000714822
0.672, 0.221432, -0.00111684
0.673, 0.239485, -0.000580012
0.674, 0.26449, -0.000740681
0.675, 0.253299, -0.00158664
0.676, 0.233901, 0.000532155
0.677, 0.226093, -0.00133374
0.678, 0.264762, -0.00256534
0.679, 0.302413, -0.00174423
0.68, 0.276923, -0.0014509
0.681, 0.275036, -0.00248783
0.682, 0.24954, 0.00195652
0.683, 0.269334, -1.43085e-05
0.684, 0.296654, -0.00157531
0.685, 0.319161, -0.000723122
0.686, 0.308561, -0.00150055
0.687, 0.300543, -0.00274522
0.688, 0.279159, 0.000805671
0.689, 0.291789, -0.000316782
0.69, 0.319513, -0.00255683
0.691, 0.347259, -0.00407732
0.692, 0.336395, -0.000277609
0.693, 0.333209, -0.00110869
0.694, 0.317561, -0.00188435
0.695, 0.310684, 0.00172953
0.696, 0.327979, -0.000209089
0.697, 0.357236, -0.00345885
0.698, 0.378316, -0.00230348
0.699, 0.369839, -0.000635338
0.7, 0.371608, -0.00124253
0.701, 0.353179, -0.00166719
0.702, 0.3374, -0.000724991
0.703, 0.344059, 0.000347926
0.704, 0.369873, -0.00171227
0.705, 0.390761, -0.00296498
0.706, 0.405689, -0.0042476
0.707, 0.401032, -0.00120703
0.708, 0.397904, -0.00164681
0.709, 0.391125, -0.00149872
0.71, 0.372506, -0.00303805
0.711, 0.374452, 0.00246204
0.712, 0.386972, 0.000281387
0.713, 0.406862, -0.000669481
0.714, 0.422352, -0.00292175
0.715, 0.439259, -0.00222216
0.716, 0.43725, -0.00324263
0.717, 0.438774, -0.00186786
0.718, 0.434512, -0.00179427
0.719, 0.430536, -0.00214166
0.72, 0.416681, -0.00296302
0.721, 0.410593, -0.00264941
0.722, 0.412909, 0.000990186
0.723, 0.413595, 0.000781603
0.724, 0.441452, -0.000614322
0.725, 0.452409, -0.000944681
0.726, 0.463888, -0.00323201
0.727, 0.467143, -0.0020028
0.728, 0.481897, -0.00187611
0.729, 0.480555, -0.00319775
0.73, 0.481605, -0.00256362
0.731, 0.482139, 0.00139593
0.732, 0.483642, -0.000260537
0.733, 0.476187, -0.00155133
0.734, 0.469526, -0.00152503
0.735, 0.479187, -0.00233757
0.736, 0.47161, -0.0015759
0.737, 0.463079, -0.00324725
0.738, 0.468114, -0.00193702
0.739, 0.471697, -0.00349444
0.74, 0.476232, -0.00330573
0.741, 0.478014, -0.00241532
0.742, 0.479022, -0.000386678
0.743, 0.491686, 0.00106311
0.744, 0.49402, -1.35984e-05
0.745, 0.493554, 0.000589353
0.746, 0.509489, -0.000470301
0.747, 0.510273, -0.00159229
0.748, 0.513472, -0.00208003
0.749, 0.515087, -0.00219704
0.75, 0.519747, -0.00216576
0.751, 0.521569, -0.00199041
0.752, 0.523646, -0.00222164
0.753, 0.524341, -0.00180435
0.754, 0.527041, -0.00188072
0.755, 0.527744, -0.00173395
0.756, 0.530764, -0.00137792
0.757, 0.533389, -0.00116933
0.758, 0.53721, -0.00125081
0.759, 0.531156, -0.00136675
0.76, 0.543094, -0.00236109
0.761, 0.542303, -0.00348695
0.762, 0.547689, -0.00276263
0.763, 0.55369, -0.00444596
0.764, 0.561171, -0.00532812
0.765, 0.557567, -0.00305427
0.766, 0.562556, -0.00138482
0.767, 0.567224, -0.00205212
0.768, 0.576019, -0.00138218
0.769, 0.58326, -0.00112189
